file,energy / Ha
qm7_1299,-272.218803584624
qm7_13,-132.492757640557
qm7_130,-196.149729709608
qm7_1300,-305.439215530648
qm7_1301,-300.518360484434
qm7_1302,-305.452089349271
qm7_1303,-301.803300321648
qm7_1304,-306.647206781615
qm7_1305,-306.649023058428
qm7_1306,-305.440997269882
qm7_1307,-306.648724700156
qm7_1308,-305.442146527667
qm7_1309,-301.807753262973
qm7_131,-194.897669296782
qm7_1310,-273.445977583421
qm7_1311,-305.453260886275
qm7_1312,-306.674289462881
qm7_1313,-303.023891674886
qm7_1314,-307.876869165073
qm7_1315,-307.878241862551
qm7_1316,-306.673233201597
qm7_1317,-303.030131201173
qm7_1318,-305.404616535554
qm7_1319,-304.190915753113
qm7_132,-193.677500272462
qm7_1320,-305.448825414161
qm7_1321,-273.442528357826
qm7_1322,-305.449748220372
qm7_1323,-304.248620277524
qm7_1324,-307.882253660903
qm7_1325,-306.674508360223
qm7_1326,-303.023203631651
qm7_1327,-307.874204997037
qm7_1328,-307.878486709451
qm7_1329,-306.672376523922
qm7_133,-192.429249985972
qm7_1330,-304.176185024472
qm7_1331,-305.396823880477
qm7_1332,-272.220667761978
qm7_1333,-304.190537395345
qm7_1334,-305.401652090146
qm7_1335,-304.190192080009
qm7_1336,-305.402663881286
qm7_1337,-304.189688513152
qm7_1338,-306.638510195695
qm7_1339,-305.412221717051
qm7_134,-196.153503615542
qm7_1340,-306.632807451803
qm7_1341,-302.935357025499
qm7_1342,-304.151644643809
qm7_1343,-272.219521843255
qm7_1344,-306.640840856293
qm7_1345,-305.419893712623
qm7_1346,-306.633847629937
qm7_1347,-307.867161373896
qm7_1348,-306.634885559282
qm7_1349,-305.411475418538
qm7_135,-196.153574055284
qm7_1350,-306.67879100904
qm7_1351,-306.630433640863
qm7_1352,-290.627189269683
qm7_1353,-290.631835363499
qm7_1354,-272.221289549039
qm7_1355,-290.62871122375
qm7_1356,-289.394182425801
qm7_1357,-288.138889553434
qm7_1358,-290.632479449692
qm7_1359,-290.63056630308
qm7_136,-194.907469314751
qm7_1360,-289.39611868074
qm7_1361,-286.98438174555
qm7_1362,-288.141079631258
qm7_1363,-290.633288314466
qm7_1364,-290.637369661021
qm7_1365,-272.218421623372
qm7_1366,-288.215096876886
qm7_1367,-290.635610585523
qm7_1368,-290.635976455517
qm7_1369,-302.982699531805
qm7_137,-196.148708860794
qm7_1370,-306.639901705331
qm7_1371,-304.216375442992
qm7_1372,-306.638025247604
qm7_1373,-306.641121581037
qm7_1374,-291.862097493655
qm7_1375,-289.393162642581
qm7_1376,-270.992851488394
qm7_1377,-288.137866510371
qm7_1378,-286.88215192162
qm7_1379,-290.640362254134
qm7_138,-194.897529456424
qm7_1380,-289.387775355649
qm7_1381,-291.867058045577
qm7_1382,-290.630232023027
qm7_1383,-289.375164377816
qm7_1384,-288.218486801302
qm7_1385,-289.414851552983
qm7_1386,-288.160108034723
qm7_1387,-272.221442395608
qm7_1388,-274.660950017891
qm7_1389,-290.638768404749
qm7_139,-196.151969060788
qm7_1390,-290.635200652765
qm7_1391,-289.384379537703
qm7_1392,-290.639379865412
qm7_1393,-291.870907384055
qm7_1394,-290.640720408804
qm7_1395,-289.391768131403
qm7_1396,-290.637622993814
qm7_1397,-289.386688949273
qm7_1398,-290.628508072519
qm7_1399,-272.218551975615
qm7_14,-134.899521480723
qm7_140,-212.180288132561
qm7_1400,-289.376122098196
qm7_1401,-291.853205539769
qm7_1402,-291.864637886696
qm7_1403,-290.627672302484
qm7_1404,-289.37257627754
qm7_1405,-307.868766764148
qm7_1406,-304.212759044941
qm7_1407,-302.956708531581
qm7_1408,-305.442778380748
qm7_1409,-305.457520891965
qm7_141,-209.778221220971
qm7_1410,-272.209996254867
qm7_1411,-305.454377663083
qm7_1412,-307.871426675049
qm7_1413,-307.879233579799
qm7_1414,-306.666600938483
qm7_1415,-306.683169030836
qm7_1416,-305.450519399142
qm7_1417,-307.875577246545
qm7_1418,-306.644915569137
qm7_1419,-307.877067619132
qm7_142,-210.950271759341
qm7_1420,-304.256151884664
qm7_1421,-272.217818063909
qm7_1422,-307.883295486577
qm7_1423,-305.449182412928
qm7_1424,-306.664717606917
qm7_1425,-306.679731745953
qm7_1426,-305.447697186126
qm7_1427,-305.44694405465
qm7_1428,-306.629929977424
qm7_1429,-307.870216942379
qm7_143,-212.156990276223
qm7_1430,-306.66531473176
qm7_1431,-306.667064862089
qm7_1432,-272.209632951481
qm7_1433,-306.625826033755
qm7_1434,-320.278606291332
qm7_1435,-320.271174247826
qm7_1436,-304.160448115662
qm7_1437,-304.1933750298
qm7_1438,-302.8995687925
qm7_1439,-305.396251379601
qm7_144,-212.156089551164
qm7_1440,-304.205312902009
qm7_1441,-306.631315346756
qm7_1442,-305.38875257249
qm7_1443,-273.435273047249
qm7_1444,-305.429492974068
qm7_1445,-304.154108999461
qm7_1446,-305.436360400235
qm7_1447,-307.85967735141
qm7_1448,-305.421698510635
qm7_1449,-306.629890752497
qm7_145,-212.155926797148
qm7_1450,-306.667391375651
qm7_1451,-305.45524957358
qm7_1452,-304.16039843272
qm7_1453,-306.637603667327
qm7_1454,-273.434802824327
qm7_1455,-290.629227892751
qm7_1456,-289.394188137565
qm7_1457,-288.13764876025
qm7_1458,-306.633093847724
qm7_1459,-304.208571326238
qm7_146,-212.14545877073
qm7_1460,-290.635904137412
qm7_1461,-290.629432598866
qm7_1462,-288.254228532978
qm7_1463,-287.024262690076
qm7_1464,-290.658196486981
qm7_1465,-272.215335088635
qm7_1466,-289.42749354473
qm7_1467,-290.632117410821
qm7_1468,-304.262044921486
qm7_1469,-303.030446774594
qm7_147,-212.15237832302
qm7_1470,-305.438305128022
qm7_1471,-304.27559542506
qm7_1472,-303.04306713244
qm7_1473,-304.236229787015
qm7_1474,-306.640088982843
qm7_1475,-305.462670837484
qm7_1476,-272.213397201194
qm7_1477,-290.633804388213
qm7_1478,-290.63985631195
qm7_1479,-306.638986621377
qm7_148,-212.156297395349
qm7_1480,-306.644975086638
qm7_1481,-290.634510221669
qm7_1482,-290.641399186007
qm7_1483,-290.639056545835
qm7_1484,-290.634584030772
qm7_1485,-306.644158588429
qm7_1486,-306.641723811917
qm7_1487,-273.437053900964
qm7_1488,-306.631768619012
qm7_1489,-306.633793749337
qm7_149,-212.159085035166
qm7_1490,-306.641517543791
qm7_1491,-306.643368956822
qm7_1492,-306.650620743677
qm7_1493,-290.629078991086
qm7_1494,-290.636807997522
qm7_1495,-290.622900879798
qm7_1496,-306.630281954623
qm7_1497,-306.638465878769
qm7_1498,-272.214201208349
qm7_1499,-273.429936266223
qm7_15,-153.498272177394
qm7_150,-196.152783503447
qm7_1500,-289.404839712659
qm7_1501,-288.151181126623
qm7_1502,-286.891141566378
qm7_1503,-290.641970136892
qm7_1504,-289.414174007375
qm7_1505,-288.156357936063
qm7_1506,-289.410589526988
qm7_1507,-288.158630172719
qm7_1508,-291.871784980015
qm7_1509,-290.638530015585
qm7_151,-212.15065940593
qm7_1510,-272.211916606279
qm7_1511,-289.38262997591
qm7_1512,-288.159986011563
qm7_1513,-286.911187354398
qm7_1514,-290.642690319647
qm7_1515,-290.637943402533
qm7_1516,-289.387352837249
qm7_1517,-291.853867848163
qm7_1518,-290.620270695478
qm7_1519,-289.368008986206
qm7_152,-210.91713890698
qm7_1520,-291.853735508115
qm7_1521,-273.434133440874
qm7_1522,-291.864093685372
qm7_1523,-291.866083800901
qm7_1524,-290.630945751137
qm7_1525,-289.378393809391
qm7_1526,-290.632918511157
qm7_1527,-291.864661306679
qm7_1528,-290.63452054879
qm7_1529,-289.383443501106
qm7_153,-209.660416135103
qm7_1530,-290.627971613696
qm7_1531,-289.376717246588
qm7_1532,-273.442671359465
qm7_1533,-307.86736882933
qm7_1534,-304.210803942431
qm7_1535,-307.878784728466
qm7_1536,-304.255424995383
qm7_1537,-306.643297940402
qm7_1538,-306.647162760219
qm7_1539,-307.877740446073
qm7_154,-213.388157361183
qm7_1540,-307.886334454515
qm7_1541,-305.391999035853
qm7_1542,-307.879433102898
qm7_1543,-273.4346476934
qm7_1544,-305.441152726326
qm7_1545,-307.858453775321
qm7_1546,-306.668304995396
qm7_1547,-305.440714339887
qm7_1548,-306.66689890255
qm7_1549,-304.2413739848
qm7_155,-209.733061748931
qm7_1550,-307.875377151273
qm7_1551,-305.451306199436
qm7_1552,-307.873306985992
qm7_1553,-305.449381650132
qm7_1554,-273.439552364151
qm7_1555,-307.859499053891
qm7_1556,-306.671808615545
qm7_1557,-306.661374310833
qm7_1558,-306.626266195288
qm7_1559,-306.631307007707
qm7_156,-208.475173573629
qm7_1560,-305.414280743161
qm7_1561,-302.961506635109
qm7_1562,-304.220819871365
qm7_1563,-302.961147072712
qm7_1564,-306.649967084918
qm7_1565,-273.440884116897
qm7_1566,-305.398105602484
qm7_1567,-306.646919418718
qm7_1568,-305.388286377619
qm7_1569,-307.863343998967
qm7_157,-212.158949977916
qm7_1570,-305.438198694439
qm7_1571,-304.182394887512
qm7_1572,-306.6619643822
qm7_1573,-305.446747405016
qm7_1574,-306.632538128513
qm7_1575,-306.670398711033
qm7_1576,-272.16454947094
qm7_1577,-306.678926176094
qm7_1578,-305.446705280681
qm7_1579,-304.187296980655
qm7_158,-209.74289220636
qm7_1580,-319.028180044517
qm7_1581,-319.0277068077
qm7_1582,-320.252815665476
qm7_1583,-320.255656333234
qm7_1584,-305.396134583887
qm7_1585,-305.407173000955
qm7_1586,-305.445226177623
qm7_1587,-270.912049791618
qm7_1588,-305.404555981574
qm7_1589,-305.446378440016
qm7_159,-212.15678656202
qm7_1590,-305.414133417314
qm7_1591,-305.430134073195
qm7_1592,-304.194323002705
qm7_1593,-302.933261893257
qm7_1594,-306.641877916774
qm7_1595,-305.403290137101
qm7_1596,-304.14763635461
qm7_1597,-305.447643591558
qm7_1598,-269.659406294849
qm7_1599,-304.192460908117
qm7_16,-155.669358616127
qm7_160,-209.737972549101
qm7_1600,-302.930935643294
qm7_1601,-305.399423063985
qm7_1602,-304.143887468668
qm7_1603,-306.637170419448
qm7_1604,-306.644104508772
qm7_1605,-305.412476044278
qm7_1606,-304.153612513605
qm7_1607,-318.999173909729
qm7_1608,-320.218225672693
qm7_1609,-273.399554450275
qm7_161,-196.15246566821
qm7_1610,-273.427107506371
qm7_1611,-320.2646515136
qm7_1612,-318.998533638143
qm7_1613,-320.213978046534
qm7_1614,-320.224289034124
qm7_1615,-288.161991430064
qm7_1616,-289.407875273612
qm7_1617,-289.422541499524
qm7_1618,-288.194438288619
qm7_1619,-305.425295630781
qm7_162,-213.390670663477
qm7_1620,-289.388515991231
qm7_1621,-272.146278008439
qm7_1622,-305.389068662167
qm7_1623,-289.393915806183
qm7_1624,-289.389928674266
qm7_1625,-288.138005038758
qm7_1626,-306.630127805163
qm7_1627,-306.633618236848
qm7_1628,-304.210606815575
qm7_1629,-289.412075215306
qm7_163,-213.396008542514
qm7_1630,-289.417234481262
qm7_1631,-305.419048171369
qm7_1632,-273.426294987208
qm7_1633,-289.393110774066
qm7_1634,-288.141610084258
qm7_1635,-290.635878252737
qm7_1636,-289.398881593146
qm7_1637,-288.143242486942
qm7_1638,-306.638707718532
qm7_1639,-304.213780566079
qm7_164,-210.970722686157
qm7_1640,-304.214747877505
qm7_1641,-289.419837611148
qm7_1642,-304.268799111863
qm7_1643,-272.21107674873
qm7_1644,-304.255385362959
qm7_1645,-304.251447973883
qm7_1646,-305.478255823392
qm7_1647,-290.662042796355
qm7_1648,-289.432766836386
qm7_1649,-290.633536242345
qm7_165,-210.909186816534
qm7_1650,-289.431719838981
qm7_1651,-289.428454701442
qm7_1652,-304.214507418583
qm7_1653,-304.21360565973
qm7_1654,-270.989550763761
qm7_1655,-305.445133379026
qm7_1656,-305.440963164978
qm7_1657,-304.264040505968
qm7_1658,-304.241170292345
qm7_1659,-306.64346441964
qm7_166,-208.494190618225
qm7_1660,-306.635291208022
qm7_1661,-306.668099251591
qm7_1662,-305.467227168028
qm7_1663,-305.470152106545
qm7_1664,-306.66016678132
qm7_1665,-270.986628004222
qm7_1666,-304.229397677393
qm7_1667,-304.246460263667
qm7_1668,-304.203895041585
qm7_1669,-290.634928217162
qm7_167,-213.391798659538
qm7_1670,-289.397584433158
qm7_1671,-288.146655485406
qm7_1672,-306.636801441156
qm7_1673,-306.642032695586
qm7_1674,-304.219012410641
qm7_1675,-306.631630921472
qm7_1676,-270.972973419515
qm7_1677,-290.635710982424
qm7_1678,-290.631034057698
qm7_1679,-290.634316528622
qm7_168,-210.970470873754
qm7_1680,-306.644833672526
qm7_1681,-306.638387701098
qm7_1682,-306.63955510349
qm7_1683,-290.660402278841
qm7_1684,-290.634808232278
qm7_1685,-288.200764035994
qm7_1686,-289.432258367362
qm7_1687,-272.196850940551
qm7_1688,-290.633905624351
qm7_1689,-289.430306059949
qm7_169,-213.380785852232
qm7_1690,-305.474073169628
qm7_1691,-303.009080416256
qm7_1692,-304.248326107576
qm7_1693,-304.263378793416
qm7_1694,-306.659851070275
qm7_1695,-306.63196249924
qm7_1696,-306.64108897164
qm7_1697,-304.260724831066
qm7_1698,-272.198021855075
qm7_1699,-306.633378490842
qm7_17,-156.909341207499
qm7_170,-212.142378130178
qm7_1700,-306.637652702577
qm7_1701,-306.626591688984
qm7_1702,-304.246992953127
qm7_1703,-290.629508488131
qm7_1704,-306.634329708277
qm7_1705,-306.631195144836
qm7_1706,-290.62971394418
qm7_1707,-290.626733838067
qm7_1708,-290.620059286142
qm7_1709,-272.175244433048
qm7_171,-213.383709877059
qm7_1710,-290.631043728313
qm7_1711,-306.632904390111
qm7_1712,-306.634386404948
qm7_1713,-306.622150752683
qm7_1714,-306.629381747093
qm7_1715,-306.622151394587
qm7_1716,-306.635105002118
qm7_1717,-306.639171345039
qm7_1718,-290.625326970612
qm7_1719,-290.619813040076
qm7_172,-196.148955274337
qm7_1720,-270.955867741682
qm7_1721,-273.420721236845
qm7_1722,-290.629321814443
qm7_1723,-306.627441493576
qm7_1724,-306.621333066194
qm7_1725,-306.630946419647
qm7_1726,-291.852009959585
qm7_1727,-290.626673313751
qm7_1728,-290.618197102854
qm7_1729,-289.367155100068
qm7_173,-212.154868719688
qm7_1730,-289.392681403994
qm7_1731,-288.136603093102
qm7_1732,-269.735332225531
qm7_1733,-290.629101407457
qm7_1734,-289.372407592751
qm7_1735,-290.632084836492
qm7_1736,-291.861726534998
qm7_1737,-290.63363258434
qm7_1738,-289.3825391111
qm7_1739,-290.628085727988
qm7_174,-210.901934765572
qm7_1740,-289.376686684084
qm7_1741,-286.87664343897
qm7_1742,-290.633106240738
qm7_1743,-269.732066651025
qm7_1744,-289.403421076456
qm7_1745,-288.147771483938
qm7_1746,-289.402134330412
qm7_1747,-288.145534582575
qm7_1748,-290.634704059051
qm7_1749,-291.863173099172
qm7_175,-213.374177759138
qm7_1750,-290.625711466895
qm7_1751,-289.374132019371
qm7_1752,-288.149312008033
qm7_1753,-286.900387006257
qm7_1754,-269.719126858889
qm7_1755,-290.630134072422
qm7_1756,-291.859640277859
qm7_1757,-290.630147721469
qm7_1758,-289.384265242629
qm7_1759,-290.625041741344
qm7_176,-212.147518752481
qm7_1760,-289.373838264923
qm7_1761,-307.86456727403
qm7_1762,-305.442926548493
qm7_1763,-307.859030116008
qm7_1764,-304.23319612836
qm7_1765,-270.945391598221
qm7_1766,-305.43980705326
qm7_1767,-305.430139377694
qm7_1768,-304.174401372741
qm7_1769,-304.240523783496
qm7_177,-212.149214474032
qm7_1770,-304.208913734659
qm7_1771,-307.866037104325
qm7_1772,-304.244689904859
qm7_1773,-307.871549747528
qm7_1774,-305.445001810357
qm7_1775,-307.871483483402
qm7_1776,-270.945034784213
qm7_1777,-305.449438336835
qm7_1778,-302.946150598642
qm7_1779,-306.634931466968
qm7_178,-213.383382510895
qm7_1780,-304.217750460448
qm7_1781,-306.637696033818
qm7_1782,-304.217656255819
qm7_1783,-307.867852772965
qm7_1784,-307.874709931288
qm7_1785,-305.446971550624
qm7_1786,-305.381360163509
qm7_1787,-273.435964711068
qm7_1788,-302.964798731191
qm7_1789,-307.869139063271
qm7_179,-212.146383323835
qm7_1790,-305.449651999016
qm7_1791,-307.856548437522
qm7_1792,-305.386353874802
qm7_1793,-304.134132588319
qm7_1794,-305.435329391427
qm7_1795,-307.858834651284
qm7_1796,-306.618291682821
qm7_1797,-305.417513201274
qm7_1798,-270.993009161239
qm7_1799,-306.657034027176
qm7_18,-155.657946729061
qm7_180,-210.891271796754
qm7_1800,-305.445817707266
qm7_1801,-305.429977921584
qm7_1802,-304.175227494997
qm7_1803,-306.633962037071
qm7_1804,-305.382539591243
qm7_1805,-306.637486279153
qm7_1806,-305.382547679353
qm7_1807,-307.849835620726
qm7_1808,-320.244502677514
qm7_1809,-272.207314968436
qm7_181,-226.962876947196
qm7_1810,-320.244256157844
qm7_1811,-319.013099059647
qm7_1812,-320.196453766097
qm7_1813,-305.411655433828
qm7_1814,-305.431042082584
qm7_1815,-305.433264630572
qm7_1816,-305.431333260479
qm7_1817,-305.446922765154
qm7_1818,-305.44003205028
qm7_1819,-306.66959393847
qm7_182,-212.160548633422
qm7_1820,-272.213721183367
qm7_1821,-305.448276686288
qm7_1822,-305.433637909671
qm7_1823,-304.178304620422
qm7_1824,-305.436757751224
qm7_1825,-306.628819090765
qm7_1826,-305.405396125489
qm7_1827,-304.146988562468
qm7_1828,-305.450097952926
qm7_1829,-306.678883681846
qm7_183,-197.382815029803
qm7_1830,-305.450941226486
qm7_1831,-273.437211578355
qm7_1832,-273.427035332783
qm7_1833,-304.197464531744
qm7_1834,-305.445385601722
qm7_1835,-304.192628926388
qm7_1836,-304.168512921486
qm7_1837,-320.249864183302
qm7_1838,-320.218746336081
qm7_1839,-320.264110101731
qm7_184,-212.153113280549
qm7_1840,-320.237498291639
qm7_1841,-320.268399390062
