,SolN,Fragments,Excess,ObjValNoPen,ObjValWithPen,Assignments
10,11,"['qm7_47', 'qm7_0', 'qm7_4067']","[[6], [], [6, 6]]",3.206999999999999,6.206999999999999,"[[(4, 7), (3, 8), (2, 9)], [(1, 2)], [(4, 1), (2, 3), (7, 4), (5, 5), (6, 6)]]"
11,12,"['qm7_51', 'qm7_6057']","[[6], [6]]",4.223999999999998,6.223999999999998,"[[(1, 5), (2, 7), (3, 8)], [(1, 1), (2, 2), (3, 3), (4, 4), (7, 6), (5, 9)]]"
12,13,"['qm7_100', 'qm7_4068']","[[6], [6, 6]]",3.2560000000000002,6.256,"[[(4, 2), (2, 4), (5, 7), (3, 9)], [(4, 1), (2, 3), (5, 5), (6, 6), (7, 8)]]"
13,14,"['qm7_100', 'qm7_4174']","[[6], [6, 6]]",3.3740000000000006,6.3740000000000006,"[[(5, 1), (1, 2), (2, 4), (3, 9)], [(2, 3), (5, 5), (6, 6), (4, 7), (3, 8)]]"
14,15,"['qm7_4752', 'qm7_3847']","[[6], [6, 6, 6, 7]]",1.4059999999999988,6.405999999999999,"[[(7, 1), (6, 2), (2, 3), (3, 4), (4, 5), (5, 6)], [(3, 7), (4, 8), (1, 9)]]"
15,16,"['qm7_51', 'qm7_1', 'qm7_4752']","[[6, 6], [6], [6]]",2.455,6.455,"[[(2, 7), (3, 8)], [(1, 9)], [(7, 1), (6, 2), (2, 3), (3, 4), (4, 5), (5, 6)]]"
16,17,"['qm7_4752', 'qm7_51', 'qm7_1']","[[6], [6, 6], [6]]",2.455,6.455,"[[(7, 1), (6, 2), (2, 3), (3, 4), (4, 5), (5, 6)], [(2, 7), (3, 8)], [(1, 9)]]"
17,18,"['qm7_752', 'qm7_5925']","[[6, 6], [6, 6]]",2.5139999999999993,6.513999999999999,"[[(4, 1), (5, 2), (3, 5), (6, 6)], [(4, 3), (3, 4), (1, 7), (7, 8), (6, 9)]]"
18,19,"['qm7_752', 'qm7_5925']","[[6, 6], [6, 6]]",2.5180000000000007,6.518000000000001,"[[(6, 1), (5, 2), (3, 5), (4, 6)], [(4, 3), (3, 4), (1, 7), (7, 8), (6, 9)]]"
19,20,"['qm7_5032', 'qm7_752']","[[6, 6], [6, 6]]",2.668000000000001,6.668000000000001,"[[(3, 3), (2, 4), (5, 7), (6, 8), (7, 9)], [(4, 1), (5, 2), (3, 5), (6, 6)]]"
20,21,"['qm7_3879', 'qm7_752']","[[6, 6], [6, 6]]",2.67,6.67,"[[(7, 3), (6, 4), (2, 7), (3, 8), (4, 9)], [(4, 1), (5, 2), (3, 5), (6, 6)]]"
21,22,"['qm7_752', 'qm7_5032']","[[6, 6], [6, 6]]",2.6720000000000006,6.672000000000001,"[[(6, 1), (5, 2), (3, 5), (4, 6)], [(3, 3), (2, 4), (5, 7), (6, 8), (7, 9)]]"
22,23,"['qm7_51', 'qm7_1', 'qm7_6123']","[[6, 6], [6], [6]]",2.754999999999999,6.754999999999999,"[[(2, 7), (3, 8)], [(1, 2)], [(1, 1), (3, 3), (5, 4), (6, 5), (7, 6), (4, 9)]]"
23,24,"['qm7_51', 'qm7_1', 'qm7_6123']","[[6, 6], [6], [6]]",2.754999999999999,6.754999999999999,"[[(2, 7), (3, 8)], [(1, 2)], [(1, 1), (3, 3), (5, 4), (6, 5), (7, 6), (4, 9)]]"
24,25,"['qm7_100', 'qm7_4174']","[[], [6, 6, 6]]",3.783999999999999,6.783999999999999,"[[(5, 1), (4, 2), (2, 4), (1, 5), (3, 9)], [(2, 3), (6, 6), (4, 7), (3, 8)]]"
25,26,"['qm7_47', 'qm7_1', 'qm7_4067']","[[6], [6], [6, 6]]",2.8089999999999975,6.8089999999999975,"[[(4, 7), (3, 8), (2, 9)], [(1, 2)], [(4, 1), (2, 3), (7, 4), (5, 5), (6, 6)]]"
26,27,"['qm7_4538', 'qm7_6166']","[[6, 6], [6, 7, 6]]",1.8550000000000004,6.855,"[[(2, 3), (6, 5), (7, 6), (5, 7), (4, 8)], [(1, 1), (2, 2), (7, 4), (6, 9)]]"
27,28,"['qm7_3879', 'qm7_752']","[[6], [6, 6, 6]]",2.8619999999999983,6.861999999999998,"[[(1, 2), (5, 3), (6, 4), (2, 7), (3, 8), (4, 9)], [(4, 1), (3, 5), (6, 6)]]"
28,29,"['qm7_3879', 'qm7_752']","[[6], [6, 6, 6]]",2.8640000000000008,6.864000000000001,"[[(1, 2), (7, 3), (6, 4), (2, 7), (3, 8), (4, 9)], [(4, 1), (3, 5), (6, 6)]]"
29,30,"['qm7_4759', 'qm7_4165']","[[6, 6], [6, 6, 7]]",2.0120000000000005,7.0120000000000005,"[[(5, 1), (3, 4), (6, 5), (7, 6), (2, 9)], [(5, 2), (2, 3), (4, 7), (3, 8)]]"
30,31,"['qm7_50', 'qm7_0', 'qm7_4174']","[[6, 6], [], [6]]",4.015999999999998,7.015999999999998,"[[(2, 4), (4, 6)], [(1, 2)], [(6, 1), (7, 3), (5, 5), (4, 7), (3, 8), (2, 9)]]"
31,32,"['qm7_51', 'qm7_0', 'qm7_6157']","[[6, 6], [], [6]]",4.018999999999998,7.018999999999998,"[[(2, 7), (3, 8)], [(1, 9)], [(7, 1), (6, 2), (5, 3), (4, 4), (2, 5), (1, 6)]]"
32,33,"['qm7_1', 'qm7_6086', 'qm7_51']","[[6], [6], [6, 6]]",3.0249999999999986,7.024999999999999,"[[(1, 3)], [(7, 1), (6, 2), (3, 4), (2, 5), (1, 6), (4, 9)], [(2, 7), (3, 8)]]"
33,34,"['qm7_51', 'qm7_1', 'qm7_6086']","[[6, 6], [6], [6]]",3.0249999999999986,7.024999999999999,"[[(2, 7), (3, 8)], [(1, 3)], [(7, 1), (6, 2), (3, 4), (2, 5), (1, 6), (4, 9)]]"
34,35,"['qm7_6131', 'qm7_5987']","[[6, 7, 6], [6, 6]]",2.0489999999999995,7.0489999999999995,"[[(1, 1), (2, 2), (4, 3), (7, 4)], [(2, 5), (1, 6), (7, 7), (6, 8), (5, 9)]]"
35,36,"['qm7_6130', 'qm7_4638']","[[6, 7, 6], [6, 6]]",2.0650000000000013,7.065000000000001,"[[(1, 1), (3, 3), (7, 4), (4, 9)], [(3, 2), (6, 5), (7, 6), (4, 7), (5, 8)]]"
36,37,"['qm7_5177', 'qm7_5987']","[[6, 7, 6], [6, 6]]",2.120000000000001,7.120000000000001,"[[(7, 1), (6, 2), (5, 3), (4, 4)], [(2, 5), (1, 6), (7, 7), (6, 8), (5, 9)]]"
37,38,"['qm7_6052', 'qm7_4538']","[[6, 7, 6], [6, 6]]",2.126999999999999,7.126999999999999,"[[(1, 1), (2, 2), (6, 4), (7, 9)], [(2, 3), (6, 5), (7, 6), (5, 7), (4, 8)]]"
38,39,"['qm7_0', 'qm7_6086', 'qm7_51']","[[], [6], [6, 6]]",4.187999999999999,7.187999999999999,"[[(1, 3)], [(7, 1), (6, 2), (3, 4), (2, 5), (1, 6), (4, 9)], [(2, 7), (3, 8)]]"
39,40,"['qm7_51', 'qm7_0', 'qm7_6086']","[[6, 6], [], [6]]",4.187999999999999,7.187999999999999,"[[(2, 7), (3, 8)], [(1, 3)], [(7, 1), (6, 2), (3, 4), (2, 5), (1, 6), (4, 9)]]"
40,41,"['qm7_51', 'qm7_1', 'qm7_4067']","[[6, 6], [], [6, 6]]",3.187999999999999,7.187999999999999,"[[(2, 7), (3, 8)], [(1, 2), (2, 9)], [(4, 1), (2, 3), (7, 4), (5, 5), (6, 6)]]"
41,42,"['qm7_100', 'qm7_4067']","[[6], [6, 6]]",4.208000000000002,7.208000000000002,"[[(1, 2), (5, 7), (2, 8), (3, 9)], [(4, 1), (2, 3), (7, 4), (5, 5), (6, 6)]]"
42,43,"['qm7_5177', 'qm7_5987']","[[6, 7, 6], [6, 6]]",2.2319999999999993,7.231999999999999,"[[(6, 2), (5, 3), (4, 4), (7, 6)], [(1, 1), (2, 5), (7, 7), (6, 8), (5, 9)]]"
43,44,"['qm7_50', 'qm7_0', 'qm7_6144']","[[6], [], [6, 6]]",4.246000000000002,7.246000000000002,"[[(2, 4), (3, 5), (4, 6)], [(1, 3)], [(1, 1), (2, 2), (5, 7), (6, 8), (7, 9)]]"
44,45,"['qm7_100', 'qm7_4174', 'qm7_0']","[[6, 6], [6, 6], []]",3.253999999999998,7.253999999999998,"[[(5, 1), (2, 4), (3, 9)], [(2, 3), (5, 5), (6, 6), (4, 7), (3, 8)], [(1, 2)]]"
45,46,"['qm7_100', 'qm7_0', 'qm7_4174']","[[6, 6], [], [6, 6]]",3.2689999999999984,7.268999999999998,"[[(5, 1), (4, 2), (2, 4)], [(1, 9)], [(2, 3), (5, 5), (6, 6), (4, 7), (3, 8)]]"
46,47,"['qm7_6052', 'qm7_4173']","[[6, 6, 7, 6], [6]]",2.3550000000000004,7.355,"[[(1, 1), (6, 4), (7, 9)], [(7, 2), (2, 3), (5, 5), (6, 6), (4, 7), (3, 8)]]"
47,48,"['qm7_6166', 'qm7_6177']","[[6, 7, 6], [6, 6]]",2.381999999999998,7.381999999999998,"[[(7, 4), (2, 5), (1, 6), (5, 9)], [(1, 1), (2, 2), (3, 3), (5, 7), (4, 8)]]"
48,49,"['qm7_10', 'qm7_4752', 'qm7_51']","[[6, 6], [6], [6, 6]]",2.3979999999999997,7.398,"[[(1, 9)], [(7, 1), (6, 2), (2, 3), (3, 4), (4, 5), (5, 6)], [(2, 7), (3, 8)]]"
49,50,"['qm7_5455', 'qm7_6166']","[[6, 6], [6, 7, 6]]",2.434000000000001,7.434000000000001,"[[(7, 1), (6, 2), (4, 3), (2, 7), (3, 8)], [(7, 4), (2, 5), (1, 6), (5, 9)]]"
