,Fragments,Value
19,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3162, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60435893384239
20,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 4018, 4033, 4230, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60451240603021
21,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4509, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.604595380478784
22,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2461, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60462701115754
23,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3217, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.604750971155656
24,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4451, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.604824622304395
25,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4505, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.604905816868992
26,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6720, 6732, 6801, 6825]",17.60498796292475
27,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6240, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.605001109446157
28,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3467, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.605055206787753
29,"[196, 307, 318, 389, 390, 411, 440, 498, 610, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60523666302808
30,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 810, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.605297545904513
31,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3542, 3551, 4018, 4033, 4449, 5022, 5647, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60533668968273
32,"[196, 307, 318, 389, 390, 411, 440, 473, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801]",17.60625944287524
33,"[196, 307, 318, 389, 390, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6569, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606346773333776
34,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3336, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606557524141323
35,"[196, 307, 318, 329, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60661991707325
36,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 811, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606699405303022
37,"[196, 307, 318, 389, 390, 411, 440, 498, 726, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606715473180635
38,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 899, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606868369732936
39,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6426, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.606869600041602
40,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4028, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.6070819757158
41,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4419, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607089828244515
42,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4346, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607149865447674
43,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 788, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607181969058562
44,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6472, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607323365110382
45,"[307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 2901, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607371868133477
46,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4553, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607634319181898
47,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2456, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607756607785298
48,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3359, 3495, 3542, 3551, 3856, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60787681528393
49,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4969, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.607963672544926
50,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1233, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801]",17.607995053008274
51,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4518, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608013357908014
52,"[196, 307, 318, 389, 390, 411, 440, 498, 508, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.6080337498269
53,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6165, 6208, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608190745415627
54,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6459, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60819728187826
55,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2463, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608224975636453
56,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6040, 6055, 6165, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60825984478437
57,"[196, 307, 318, 389, 390, 411, 440, 498, 579, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60827924291359
58,"[196, 307, 318, 389, 390, 411, 440, 498, 704, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608405326240252
59,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2460, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608418395165174
60,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 812, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60842925200177
61,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2514, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608445784192554
62,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2465, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608488685052478
63,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 4018, 4033, 4449, 5022, 6055, 6165, 6196, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60853875448355
64,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 835, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.60855675056699
65,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 853, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.608606456171234
